uniq_id,bad,weight,at01s,at02s,at03s,at06s,at09s,at101b,at101s,at104s,at12s,at20s,at24s,at25s,at27s,at28a,at28b,at29s,at30s,at31s,at32s,at33a,at33b,at34a,at34b,at35a,at35b,at36s,atap01,au01s,au101s,au12s,au200s,au20s,au21s,au28s,au30s,au31s,au32s,au33s,au34s,au35s,au36s,au51a,bc01s,bc02s,bc03s,bc06s,bc09s,bc101s,bc102s,bc103s,bc104s,bc107s,bc108s,bc110s,bc12s,bc20s,bc21s,bc24s,bc25s,bc28s,bc29s,bc30s,bc31s,bc32s,bc33s,bc34s,bc35s,bc97a,bc97b,bc98a,bi20s,bi21s,bi34s,bi36s,br01s,br02s,br03s,br06s,br09s,br101s,br12s,br20s,br21s,br24s,br27s,br28s,br29s,br30s,br31s,br32s,br33s,br34s,br35s,co01s,co04s,co05s,co07s,fi01s,fi02s,fi03s,fi06s,fi09s,fi101s,fi12s,fi20s,fi21s,fi28s,fi29s,fi30s,fi31s,fi32s,fi33s,fi34s,fi35s,fi36s,fr101s,fr20s,fr21s,fr28s,fr32s,fr33s,fr35s,g001b,g001s,g002b,g003s,g020s,g041s,g042s,g043s,g051s,g057s,g058s,g059s,g061s,g063s,g064s,g066s,g068s,g069s,g071s,g095s,g102s,g106s,g199b,g199s,g201a,g202a,g205b,g205s,g206s,g207b,g207s,g208b,g208s,g209s,g210s,g211s,g213a,g213b,g215a,g216s,g217s,g218b,g219b,g220b,g221b,g223s,g224a,g224b,g224c,g225s,g232s,g237s,g238s,g242b,g242f,g242s,g243f,g244b,g244f,g250a,g250b,g250c,g251a,g251b,g251c,g404s,g406s,g407s,g408s,g410s,g411s,g417s,g418s,g960s,g980s,g990s,in01s,in02s,in03s,in06s,in09s,in101s,in12s,in20s,in21s,in24s,in25s,in27s,in28s,in29s,in30s,in31s,in32s,in33s,in34s,in35s,in36s,inap01,jt20s,jt21s,jt28s,jt33s,jt42s,jt51s,of01s,of101s,of20s,of21s,of36s,re01s,re02s,re03s,re09s,re101s,re102s,re12s,re20s,re21s,re24s,re27s,re28s,re29s,re30s,re31s,re32s,re33s,re34s,re35s,re36s,reap01,rt01s,rt02s,rt09s,rt101s,rt201s,rt20s,rt21s,rt30s,rt31s,rt32s,rt33s,rt34s,rt35s,rt36s,s004s,s043s,s061s,s062s,s064a,s064b,s068a,s071a,s071b,s073a,s114s,s204a,s204s,s207s,s209a,s209s,se01s,se09s,se20s,se21s,se36s,st01s,st02s,st03s,st101s,st102s,st103s,st12s,st20s,st21s,st24s,st25s,st27s,st28s,st29s,st32s,st33s,st34s,st35s,st36s,st45s,st50s,st99s,us01s,us02s,us06s,us09s,us101s,us20s,us21s,us28s,us31s,us32s,us33s,us34s,us35s,us36s,us51a,au02s,au03s,au06s,au09s,au201s,au202s,au203s,au204s,au205s,au206s,au207s,au24s,au25s,au27s,au29s,au57s,fi27s,fi57s,fr24s,fr25s,g093s,g094s,g099s,g218a,of02s,of06s,of09s,s208s,st06s,st09s,st30s,st31s,st57s
IBC19A0000586,0,1,5,2,2,1,2,9975,9975,40,2,88,1,1,14.44,17600,17600,2,100,50,9500,9975,9975,57,57,4988,4988,1,500,3,9500,1,1,88,16,17100,100,0,9500,9500,56,9500,1,36,1,1,1,1,1,475,500,475,95,0,0,0,1,4,4,3,1,500,1,100,100,475,475,95,475,25,8.6646153846,25,88,88,99.875,999,1,1,1,1,1,475,1,4,4,3,1,500,1,100,100,475,475,95,475,2,10,0,0,1,0,0,0,0,123,5.2358974359,52,52,21996.349206,5.2358974359,73.744680851,61.534883721,2654.2698413,1584.2539683,109.67336683,2065.2645503,1,3439.9125,63.87431694,1,567.32244898,2316.2176471,3099.9,680.46022727,1,0,1,1,2,2,2,2,40,1,1,1,2,1,1,2,1,1,2,16.818897638,12,137,475,475,25,25,1297.578125,1303.5129534,475,500,500,3,3,31,0,0,369,369,2,1,0,0,0,0,0,0,4,1,3,0,3,0,1,2,0,0,0,1,0,4,1,3,4,1,3,1,2,0,2,1,0,4.4105691057,16,2,0,1,3,1,1,0,1,9500,1,88,16,1,1,0,17100,1,100,0,9500,9500,56,9500,1,475,88,16,17100,9500,50,1,0,379.74418605,34.664596273,117.22839506,38.983606557,2,1,1,1,475,500,1,31,4,3,2,500,1,100,100,475,475,95,475,16,25,1,0,0,733.61363636,0,31,31,59.719626168,100,236.32544379,38.293413174,59.560693642,513.89940828,16,38,1,1,1,722,722,2,2,2,2,0,722,722,16.753968254,23,23,0,1.3,4.4636871508,2.9243027888,41.859649123,0,12.494252874,12.468208092,43462.767956,0,9.8156424581,12.520231214,119.54268293,20.702531646,12.320754717,12.348993289,10.115789474,102351.875,12.520231214,8100.962963,45491.598765,86.312101911,60003.2625,62.534090909,98.291970803,133.89634146,7725.1397059,0,1,4.0050251256,9.9944444444,921.67875648,14.625668449,4,3084.6089744,60.035714286,440.8816568,1029.5555556,82.858064516,1259.8352941,999,24.401315789,-0.12612209,-0.153048943,-0.125058581,-0.069350727,-0.20470417,-0.183179954,-0.185703028,-0.152180336,-0.205327806,-0.094791905,-0.074796746,-0.147897243,-0.226190901,0.0796473414,-0.165268881,-0.128329597,0.0702158866,0.3849240162,-0.097490341,-0.055229467,0.0582122912,0.0582122912,0.0589538559,-0.059302753,0.0753140075,0.0753140075,0.0753140075,0.0582122912,0.1813368201,0.1813368201,0.1308022716,0.1308022716,0.1308022716
IBC19A0001256,0,1,15,3,3,0,10,52281,52281,67,3,89,3,3,14.44,30158,30158,3,100,100,22284,23359,23359,77,77,7786,7786,0,1295,3,35719,1,1,52,23,29558,100,100,22284,22284,75,22284,1,54,8,2,2,0,7,6438,300,805,144,13,23,4436,2,27,9,2,2,600,2,100,100,732,1075,141,538,0,0,0,17.98757764,139.14906832,99.875,57.623762376,8,2,2,0,7,6438,2,27,9,2,1,600,2,100,100,732,1075,141,538,5,0,17511,4076,1,0,0,0,0,13435,5.2358974359,52,52,21996.349206,5.2358974359,73.744680851,61.534883721,2654.2698413,1584.2539683,109.67336683,2065.2645503,1,3439.9125,63.87431694,1,567.32244898,2316.2176471,3099.9,680.46022727,76,7,69,63,4,12,11,11,80,11,11,11,11,10,10,10,10,10,10,16.818897638,4,103,1173,1173,0,0,141,141,1032,1173,1173,12,12,9,17511,13435,2140,2140,1,10,27995,10,10,10,10,0,12,11,11,27995,18,1,4,0,0,0,0,3,1,13,12,12,12,11,11,0,1,5,0,3,9,4,23,16,1,4,6,1,1,0,2,43824,1,89,23,1,1,0,29558,1,100,100,22284,22284,75,22284,0,1032,24,23,29558,22284,33,999,2,22284,24,23,999,8,2,2,7,6438,300,2,27,9,2,2,600,2,100,100,732,1075,136,538,0,263,0,4.7319587629,2,733.61363636,1471.0260417,98.301675978,42.5,59.719626168,100,236.32544379,38.293413174,59.560693642,513.89940828,1.1805555556,34,2,0,0,2141,2141,1,1,1,1,1,2140,2140,16.753968254,4,4,0,1.3,4.4636871508,2.9243027888,41.859649123,3,0,12.468208092,8105,2,0,12.520231214,89,89,12.320754717,12.348993289,10.115789474,102351.875,12.520231214,8100.962963,45491.598765,86.312101911,60003.2625,0,89,126,8105,0,1,4.0050251256,9.9944444444,921.67875648,14.625668449,4,3084.6089744,60.035714286,440.8816568,1029.5555556,82.858064516,1259.8352941,999,24.401315789,-0.12612209,-0.153048943,-0.125058581,-0.069350727,-0.20470417,-0.183179954,-0.185703028,-0.152180336,-0.205327806,-0.094791905,-0.074796746,-0.147897243,-0.226190901,0.0796473414,-0.165268881,-0.128329597,0.0702158866,0.3849240162,-0.097490341,-0.055229467,0.0582122912,0.0582122912,0.0589538559,-0.059302753,-0.105660321,-0.202755817,-0.202755817,0.0582122912,-0.20878813,-0.228583699,0.1308022716,0.1308022716,0.1308022716
IBC19A0002855,0,1,61,25,24,2,5,76754,76754,8,25,122,23,21,21,65763,65763,25,96,96,6919,64460,64460,98,98,2578,2578,0,793,1,2162,1,0,44,44,13874,0,0,2162,2162,16,2162,999,51,10,1,0,1,1,7765,300,1941,127,13,118,7444,1,57,5,3,1,300,1,100,100,381,381,127,381,0,0,0,122,1,120,999,9,1,0,1,1,7765,1,57,5,3,1,300,1,100,100,381,381,127,381,15,33,11465,9.4380952381,2,1,1,0,0,2162,1,44,39,13874,1,0,0,2162,2162,18,2162,999,3439.9125,44,44,567.32244898,2316.2176471,3099.9,680.46022727,103,1,102,98,25,22,21,21,36,10,10,10,10,9,9,9,9,9,9,16.818897638,1,235,462,462,0,0,30,30,432,462,667,6,6,43,11028,5555,2210,2210,12,9,12354,10,9,9,9,0,27,11,15,12369,9,2,5,1,1,1,2,4,2,30,12,16,28,11,15,1,2,0,1,4,6,1,16,9,2,5,36,20,20,1,3,64079,20,122,1,19,19,21,65463,20,96,96,6919,64079,98,2670,999,432,44,44,13874,2162,4,999,0,379.74418605,34.664596273,117.22839506,38.983606557,24,1,0,1,11409,300,1,57,5,3,2,300,1,100,100,381,381,127,381,0,361,15,0,0,3644,984,59,43,59.719626168,100,236.32544379,38.293413174,59.560693642,513.89940828,0,61,1,0,0,8983,8983,12,9,7,12,2,9484,9484,16.753968254,3,3,1,0,59,59,999,33,22,22,61917,0,20,23,122,1,22,20,20,51589,23,6919,61917,120,2692,999,98.291970803,0,7725.1397059,0,1,4.0050251256,9.9944444444,921.67875648,14.625668449,4,3084.6089744,60.035714286,440.8816568,1029.5555556,82.858064516,1259.8352941,999,24.401315789,-0.12612209,-0.153048943,-0.125058581,-0.155861586,-0.065467571,-0.046421017,-0.090583352,-0.08644807,-0.090286847,-0.094791905,-0.12497611,-0.147897243,-0.226190901,-0.294361692,-0.165268881,-0.128329597,-0.251894778,-0.046433654,-0.097490341,-0.055229467,0.0582122912,0.0582122912,0.0589538559,0.2596726859,0.0753140075,0.0753140075,0.0753140075,0.0582122912,-0.20878813,-0.137208679,-0.211987487,-0.253703884,-0.228583699
IBC19A0004638,0,1,24,13,10,2,5,230107,238529,21,13,219,8,8,8,163579,163579,13,100,100,31667,183442,183442,112,112,14111,14111,0,1453,5,59117,2,3,67,5,47463,100,100,31667,46038,97,23019,1,72,3,2,0,0,1,2376,1050,1188,119,14,6,82,2,98,11,0,0,2100,2,100,100,1995,2376,113,1188,0,8.6646153846,0,17.98757764,139.14906832,99.875,57.623762376,3,2,0,0,1,2376,2,98,11,0,0,2100,2,100,100,1995,2376,113,1188,4,9,33455,0,8,3,2,2,3,57872,3,78,4,48463,3,100,100,31667,46873,97,15624,1,3439.9125,63.87431694,1,567.32244898,2316.2176471,3099.9,680.46022727,35,4,31,29,12,7,6,4,29,5,5,7,7,3,5,5,2,4,4,104,2,247,1453,1453,0,0,1453,1453,0,1453,1620,100,100,23,29420,20602,189,189,1,2,42871,5,3,2,2,0,6,4,4,55087,33,15,20,0,4,5,9,3,9,9,7,7,8,5,5,0,1,5,0,3,4,4,2,18,5,10,20,11,10,2,3,227934,11,219,4,8,8,8,161479,11,100,100,31667,181066,112,16461,1,1304,78,54,90597.438596,55087,0,1,0,379.74418605,34.664596273,117.22839506,38.983606557,3,2,0,1,2376,1050,2,98,11,0,0,2100,2,100,100,1995,2376,113,1188,0,149,0,4.7319587629,2,733.61363636,1471.0260417,98.301675978,42.5,59.719626168,100,236.32544379,38.293413174,59.560693642,513.89940828,1.1805555556,72,2,1,1,189,189,1,1,1,1,2,189,189,104,27,27,0,1.3,4.4636871508,2.9243027888,41.859649123,12,8,8,134193,8,0,8,219,27,8,8,8,113016,8,26554,134193,119,16774,999,114,0,7725.1397059,1,1,1,1,835,4,4,1000,100,835,835,84,835,999,9,-0.12612209,-0.153048943,-0.066730474,-0.069350727,-0.20470417,-0.183179954,-0.185703028,-0.152180336,-0.205327806,-0.245422263,-0.074796746,0.4138233657,0.3046240738,0.0796473414,0.0845352924,-0.128329597,0.0702158866,-0.046433654,-0.097490341,-0.055229467,-0.213673565,-0.216803458,-0.216803458,0.2596726859,0.0753140075,0.0753140075,0.0753140075,-0.213673565,-0.20878813,-0.228583699,-0.211987487,-0.253703884,-0.228583699
IBC19A0004810,1,1,11,6,6,3,5,28920,28920,45,6,73,4,2,2,41303,41303,6,67,67,24586,27671,27671,67,67,4612,4612,1,893,3,26699,2,0,73,5,40053,50,50,24586,26699,67,13350,999,60,3,2,2,1,2,1776,300,592,88,2,58,0,2,67,4,1,1,600,2,100,100,264,527,88,264,73,0,73,17.98757764,139.14906832,99.875,57.623762376,2,2,2,1,2,527,2,8,4,1,1,600,2,100,100,264,527,88,264,1,53,1249,9.4380952381,1,0,0,1,1,123,5.2358974359,3,3,21996.349206,5.2358974359,73.744680851,61.534883721,2654.2698413,1584.2539683,109.67336683,2065.2645503,999,3439.9125,63.87431694,1,567.32244898,2316.2176471,3099.9,680.46022727,14,1,13,12,7,4,4,3,36,1,1,2,3,1,2,3,1,1,2,16.818897638,0,282,821,821,278,278,329,329,492,856,856,38,38,67,0,1249,800,800,5,1,0,1,1,1,1,1,6,3,5,0,10,5,6,3,0,4,0,4,0,7,4,6,7,4,6,0,0,1,3,4,6,2,6.2406417112,10,5,6,6,2,2,2,2,26699,2,73,3,1,1,1,40053,2,50,50,24586,26699,67,13350,18,731,30,5,24999,24586,17,999,2,3362,73,67,1,5,4,4,3,2221,313,4,67,4,3,1,1250,4,75,75,397,972,78,243,1,162,2,2,1,445,397,36,9,50,50,397,445,68,223,9,30,3,1,1,1668,1511,5,5,3,3,5,1511,1668,16.753968254,2,2,0,1.3,4.4636871508,2.9243027888,41.859649123,2,0,12.468208092,43462.767956,0,0,12.520231214,50,50,12.320754717,12.348993289,10.115789474,102351.875,12.520231214,8100.962963,45491.598765,86.312101911,60003.2625,18,98.291970803,28,0,1,0,1,1,0,3,3,3084.6089744,60.035714286,440.8816568,1029.5555556,82.858064516,1259.8352941,999,9,-0.12612209,-0.153048943,-0.066730474,-0.069350727,-0.065467571,-0.046421017,-0.090583352,-0.08644807,-0.090286847,-0.094791905,-0.12497611,-0.147897243,-0.226190901,-0.294361692,0.0845352924,-0.128329597,0.0702158866,0.3849240162,-0.097490341,-0.055229467,0.0582122912,0.0582122912,0.0589538559,-0.059302753,-0.105660321,-0.202755817,-0.202755817,0.0582122912,-0.20878813,-0.228583699,0.1308022716,0.1308022716,0.1308022716
IBC19A0005715,0,1,4,2,1,0,1,853,853,25,1,67,1,1,14.44,440,440,1,100,100,299,347,347,102,102,204,204,8,44,0,42578.432927,2.0628571429,1,47.97826087,59.654054054,9602.258427,100,51.569230769,10216.039106,39706.387283,95.06547619,20526.424581,56.571428571,72,2,1,1,0,1,853,250,427,102,1,30,649,1,40,8,1,1,300,1,100,100,204,204,102,204,0,8.6646153846,0,17.98757764,139.14906832,99.875,57.623762376,2,1,1,0,1,853,1,40,8,1,1,300,1,100,100,204,204,102,204,2,37,983,9.4380952381,0,5.241025641,0,4.1912225705,2,20539.165714,5.2358974359,10.898305085,1,21996.349206,5.2358974359,73.744680851,61.534883721,2654.2698413,1584.2539683,109.67336683,2065.2645503,43.89673913,3439.9125,63.87431694,1,567.32244898,2316.2176471,3099.9,680.46022727,5,0,5,5,1,2,2,2,50,0,0,1,1,0,1,1,0,1,1,16.818897638,11,168,25,25,0,0,25,25,1198.590604,25,25,100,100,40,649,649,6526.5530726,451.54054054,4.3718592965,1,649,1,1,1,1,0,2,1,1,983,3,0,1,0,1,0,2,1,2,2,1,1,2,1,1,1,2,0,0,1,2,11,6.2406417112,3,0,1,0,1,0,3,0,8265.2021858,1,9.3513513514,4.3903225806,1,1,0,20005.921348,1,100,2.3271604938,11175.449438,2838.994382,69.229885057,1675.1685393,66.402173913,682.23595506,119.55497382,16.821256039,90597.438596,8960.1790123,12.287581699,999,1,379.74418605,64,64,37,3,2,1,1,853,250,1,67,8,1,2,300,1,100,100,204,204,102,204,8,44,0,4.7319587629,2,733.61363636,1471.0260417,98.301675978,42.5,59.719626168,100,236.32544379,38.293413174,59.560693642,513.89940828,1.1805555556,45,1,8,8,638.70526316,9359.1333333,0,1,4.1255060729,0,0,1065.5635359,4533.0324324,16.753968254,27.659793814,9.9279661017,0,1.3,4.4636871508,2.9243027888,41.859649123,0,12.494252874,12.468208092,43462.767956,0,9.8156424581,12.520231214,119.54268293,20.702531646,12.320754717,12.348993289,10.115789474,102351.875,12.520231214,8100.962963,45491.598765,86.312101911,60003.2625,62.534090909,98.291970803,133.89634146,7725.1397059,0,1,4.0050251256,9.9944444444,921.67875648,14.625668449,4,3084.6089744,60.035714286,440.8816568,1029.5555556,82.858064516,1259.8352941,999,24.401315789,0.4313118878,0.1746029963,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.438379055,0.438379055,0.0996707165,0.1161092894,0.0796473414,0.1759161941,0.1772276697,0.0702158866,0.3849240162,-0.097490341,-0.055229467,0.0582122912,0.0582122912,0.0589538559,-0.059302753,-0.249132843,-0.202755817,-0.202755817,0.0582122912,0.1813368201,0.1813368201,0.1308022716,0.1308022716,0.1308022716
IBC19A0005939,0,1,9,0,9.4858299595,2,3,30309,30309,33,3.5299539171,161,3,1,14.44,84181.822917,5291.6875,3.5394736842,87.12962963,81.674418605,38618.255208,13987.682292,23777.192708,69.865979381,128.48618785,2491.9895288,2385.1041667,0,25,0,42578.432927,2.0628571429,1,47.97826087,59.654054054,9602.258427,100,51.569230769,10216.039106,39706.387283,95.06547619,20526.424581,56.571428571,72,4,0,2,0,1,100,1194.1381215,444.02162162,97.120772947,3,9,0,3,158,24,3,1,16691.888889,6.4084507042,100,18.292857143,855.20765027,318.1396648,85.037735849,614.12707182,96.324175824,250,97.928176796,17.98757764,139.14906832,99.875,57.623762376,4,0,1,0,1,82,5,158,24,3,1,5886.9382022,5,100,17.629370629,995.08791209,4975.7333333,97.564885496,381.98378378,2,17,667,667,1,0,0,0,0,20539.165714,5.2358974359,124,77,21996.349206,5.2358974359,73.744680851,61.534883721,2654.2698413,1584.2539683,109.67336683,2065.2645503,999,3439.9125,63.87431694,1,567.32244898,2316.2176471,3099.9,680.46022727,18,0,18,18,1,6,6,6,67,2,3,3,5,3,3,5,3,3,5,16.818897638,12,228,2616.2096774,0,314.36612022,565.10382514,1297.578125,0,1198.590604,105.36979167,5,16.88172043,16.909090909,24,193.51566952,667,1340,811,5,3,30309,2,2,2,2,0,8,3,7,30976,1,0,1,0,1,0,2,0,2,8,3,7,8,3,7,1,2,0,0,0,1,22,6.2406417112,1,0,1,3,0,0,0,0,71,1,161,76,1,1,0,20005.921348,1,100,2.3271604938,11175.449438,2838.994382,69.229885057,1675.1685393,5,682.23595506,119.55497382,16.821256039,90597.438596,8960.1790123,12.287581699,999,0,379.74418605,34.664596273,117.22839506,38.983606557,4,0,3,1,192,2689.4093567,7,158,24,3,2,3568.3405405,6.3695014663,100,88.258278146,7431.4853801,5059.3934426,84.662420382,2100.5380117,15,14,0,4.7319587629,2,733.61363636,1471.0260417,98.301675978,42.5,59.719626168,100,236.32544379,38.293413174,59.560693642,513.89940828,1.1805555556,77,3,0,0,4251,1297,5,5,2,5,0,1297,4251,16.753968254,16,5,1,0,124,124,999,4,0,12.468208092,30309,2,0,12.520231214,161,5,12.320754717,12.348993289,10.115789474,102351.875,12.520231214,8100.962963,45491.598765,86.312101911,60003.2625,0,5,32,30309,0,1,4.0050251256,9.9944444444,921.67875648,14.625668449,4,3084.6089744,60.035714286,440.8816568,1029.5555556,82.858064516,1259.8352941,999,24.401315789,0.4313118878,0.1746029963,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.438379055,0.438379055,0.0996707165,0.1161092894,0.0796473414,0.1759161941,0.1772276697,0.0702158866,0.3849240162,-0.097490341,-0.055229467,0.0582122912,0.0582122912,0.0589538559,-0.059302753,0.0753140075,0.0753140075,0.0753140075,0.0582122912,-0.20878813,-0.137208679,0.1308022716,0.1308022716,0.1308022716
IBC19A0006911,0,1,2,1,1,1,2,2871,2871,100,1,11,3,1,14.44,440,440,1,100,100,490,490,490,144,145,490,490,1,30,0,42578.432927,2.0628571429,1,47.97826087,59.654054054,9602.258427,100,51.569230769,10216.039106,39706.387283,95.06547619,20526.424581,56.571428571,72,1,1,1,1,1,490,300,490,144,0,0,0,1,2,2,3,1,300,1,100,100,490,490,141,490,0,8.6646153846,0,17.98757764,139.14906832,99.875,57.623762376,1,1,1,1,1,490,1,2,2,3,1,300,1,100,100,490,490,141,490,0,61.164772727,63.734615385,9.4380952381,0,5.241025641,0,4.1912225705,2,20539.165714,5.2358974359,10.898305085,1,21996.349206,5.2358974359,73.744680851,61.534883721,2654.2698413,1584.2539683,109.67336683,2065.2645503,43.89673913,3439.9125,63.87431694,1,567.32244898,2316.2176471,3099.9,680.46022727,1,0,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,16.818897638,7,20,30,30,0,0,30,30,1198.590604,30,30,100,100,35.435028249,193.51566952,59.376923077,6526.5530726,451.54054054,4.3718592965,1,2381,1,1,1,1,0,1,1,1,2381,4,0,3,2,1,0,2,1,2,1,1,1,1,1,1,1,2,0,2,1,0,4.4105691057,13,3,0,2,0,1,0,3,0,8265.2021858,1,9.3513513514,4.3903225806,1,1,0,20005.921348,1,100,2.3271604938,11175.449438,2838.994382,69.229885057,1675.1685393,66.402173913,682.23595506,119.55497382,16.821256039,90597.438596,8960.1790123,12.287581699,999,0,379.74418605,34.664596273,117.22839506,38.983606557,1,1,1,1,490,300,1,2,2,3,2,300,1,100,100,490,490,136,490,999,30,0,4.7319587629,2,733.61363636,1471.0260417,98.301675978,42.5,59.719626168,100,236.32544379,38.293413174,59.560693642,513.89940828,1.1805555556,5,1,1,1,638.70526316,9359.1333333,0,1,4.1255060729,0,0,1065.5635359,4533.0324324,16.753968254,27.659793814,9.9279661017,0,1.3,4.4636871508,2.9243027888,41.859649123,0,12.494252874,12.468208092,43462.767956,0,9.8156424581,12.520231214,119.54268293,20.702531646,12.320754717,12.348993289,10.115789474,102351.875,12.520231214,8100.962963,45491.598765,86.312101911,60003.2625,62.534090909,98.291970803,133.89634146,7725.1397059,0,1,4.0050251256,9.9944444444,921.67875648,14.625668449,4,3084.6089744,60.035714286,440.8816568,1029.5555556,82.858064516,1259.8352941,999,24.401315789,0.4313118878,0.1746029963,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.438379055,0.438379055,0.0996707165,0.1161092894,0.0796473414,0.1759161941,0.1772276697,0.0702158866,0.3849240162,-0.097490341,-0.055229467,0.0582122912,0.0582122912,0.0589538559,-0.059302753,0.0753140075,0.0753140075,0.0753140075,0.0582122912,0.1813368201,0.1813368201,0.1308022716,0.1308022716,0.1308022716
IBC19A0007275,1,1,5,5,5,4,5,9769,9769,100,5,13,1,1,14.44,10210,10210,4,80,80,3909,9769,9769,96,96,1954,1954,999,383,0,42578.432927,2.0628571429,1,47.97826087,59.654054054,9602.258427,100,51.569230769,10216.039106,39706.387283,95.06547619,20526.424581,56.571428571,72,4,4,4,3,4,6751,1800,2250,74,0,0,0,4,13,3,1,1,7200,3,75,75,3909,6751,94,1688,449,8.6646153846,449,17.98757764,139.14906832,99.875,57.623762376,4,4,4,3,4,6751,4,13,3,1,1,7200,3,75,75,3909,6751,94,1688,0,61.164772727,63.734615385,9.4380952381,1,1,1,1,1,3018,1,2,2,3010,1,100,100,3018,3018,100,3018,999,3439.9125,63.87431694,1,567.32244898,2316.2176471,3099.9,680.46022727,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.818897638,2,20,383,383,449,449,383,383,1198.590604,383,383,100,100,35.435028249,193.51566952,59.376923077,6526.5530726,451.54054054,4.3718592965,0,0,0,0,0,0,0,0,0,0,59.732495512,5,4,4,0,1,3,1,1,1,0,0,0,0,0,0,1,1,1,0,1,2,4,6.2406417112,4,3,3,1,1,1,1,1,3018,1,2,2,1,1,0,3010,1,100,100,3018,3018,100,3018,999,187,119.55497382,16.821256039,90597.438596,8960.1790123,12.287581699,999,0,379.74418605,34.664596273,117.22839506,38.983606557,4,4,4,4,6751,1800,4,13,3,1,2,7200,3,75,75,3909,6751,94,1688,999,196,0,4.7319587629,2,733.61363636,1471.0260417,98.301675978,42.5,59.719626168,100,236.32544379,38.293413174,59.560693642,513.89940828,1.1805555556,5,3,999,999,638.70526316,9359.1333333,0,1,4.1255060729,0,2,1065.5635359,4533.0324324,16.753968254,27.659793814,9.9279661017,0,1.3,4.4636871508,2.9243027888,41.859649123,0,12.494252874,12.468208092,43462.767956,0,9.8156424581,12.520231214,119.54268293,20.702531646,12.320754717,12.348993289,10.115789474,102351.875,12.520231214,8100.962963,45491.598765,86.312101911,60003.2625,62.534090909,98.291970803,133.89634146,7725.1397059,1,1,1,1,3018,2,2,3010,100,3018,3018,100,3018,999,22,0.4313118878,0.1746029963,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.4313118878,0.438379055,0.438379055,0.0996707165,0.1161092894,0.0796473414,0.1759161941,0.1772276697,0.0702158866,-0.046433654,-0.097490341,-0.055229467,0.0582122912,0.0582122912,0.0589538559,-0.059302753,0.0753140075,0.0753140075,0.0753140075,0.0582122912,0.1813368201,0.1813368201,0.1308022716,0.1308022716,0.1308022716
